A,e,simulation
2.9054561091e-05,0.9469439575,757
5.7065327081e-06,0.9266677045,758
0.00010711236656,0.9249862909,759
1.8281595165e-05,0.7741655353,760
0.00018090452405,0.4388428707,761
0.00025420425579,0.6094179793,762
7.2338555146e-05,0.1179007522,763
3.4632169301e-05,0.9206893503,764
5.2868881539e-05,0.6511332581,765
1.6999380329e-05,0.7273712651,766
5.5074914254e-06,0.7229772008,767
0.0001461953249,0.6494028838,768
0.00070250138923,0.2970388986,769
2.2196161412e-05,0.8225952891,770
0.0048223906074,0.8845450729,771
5.9533531461e-06,0.8326387186,772
7.2025428328e-05,0.6086348386,773
0.0012438167271,0.749503792,774
0.00011027968401,0.9735294222,775
7.9090647617e-06,0.9130466345,776
4.3196136464e-05,0.6531401759,777
1.3740654786e-05,0.4847044879,778
0.001241055172,0.6723253332,779
3.5142596528e-05,0.7219109621,780
1.2575677406e-05,0.5697850028,781
0.0001014785099,0.9550235442,782
0.00034339027099,0.6566913733,783
8.4469150415e-05,0.852520397,784
3.4524212869e-05,0.1213947852,785
3.1784187784e-06,0.2338876102,786
0.00014348349256,0.647092229,787
0.00057455134908,0.7416350796,788
1.9319464526e-05,0.1630341532,789
1.2330195727e-05,0.816741413,790
3.2767246974e-06,0.706479726,791
5.8567016382e-06,0.9169099975,792
0.00056419247164,0.5488062294,793
